county,fips,state_id,state_name,population,ppercentage
Cloud County,20029,KS,Kansas,8938,2.70E-05
Davis County,19051,IA,Iowa,8920,2.69E-05
Modoc County,6049,CA,California,8907,2.69E-05
Kiowa County,40075,OK,Oklahoma,8886,2.68E-05
Richmond County,51159,VA,Virginia,8884,2.68E-05
Wilkinson County,28157,MS,Mississippi,8875,2.68E-05
Somervell County,48425,TX,Texas,8860,2.67E-05
Jack County,48237,TX,Texas,8852,2.67E-05
Wilcox County,13315,GA,Georgia,8824,2.66E-05
Clearwater County,27029,MN,Minnesota,8821,2.66E-05
Tyler County,54095,WV,West Virginia,8811,2.66E-05
Dawes County,31045,NE,Nebraska,8810,2.66E-05
Maries County,29125,MO,Missouri,8803,2.66E-05
Jenkins County,13165,GA,Georgia,8793,2.65E-05
Mathews County,51115,VA,Virginia,8788,2.65E-05
Carroll County,29033,MO,Missouri,8781,2.65E-05
Terrell County,13273,GA,Georgia,8737,2.64E-05
Gallatin County,21077,KY,Kentucky,8737,2.64E-05
Monona County,19133,IA,Iowa,8730,2.63E-05
Hancock County,21091,KY,Kentucky,8720,2.63E-05
Custer County,46033,SD,South Dakota,8719,2.63E-05
Archer County,48009,TX,Texas,8716,2.63E-05
Clay County,54015,WV,West Virginia,8709,2.63E-05
Wilson County,20205,KS,Kansas,8688,2.62E-05
Benton County,18007,IN,Indiana,8677,2.62E-05
Clearwater County,16035,ID,Idaho,8673,2.62E-05
Sitka City and Borough,2220,AK,Alaska,8640,2.61E-05
Lafayette County,12067,FL,Florida,8637,2.61E-05
Yoakum County,48501,TX,Texas,8631,2.60E-05
Monroe County,29137,MO,Missouri,8629,2.60E-05
Lucas County,19117,IA,Iowa,8583,2.59E-05
Platte County,56031,WY,Wyoming,8582,2.59E-05
Red River Parish,22081,LA,Louisiana,8565,2.58E-05
Doddridge County,54017,WV,West Virginia,8560,2.58E-05
Trimble County,21223,KY,Kentucky,8558,2.58E-05
Mitchell County,48335,TX,Texas,8523,2.57E-05
Hancock County,13141,GA,Georgia,8515,2.57E-05
Graham County,37075,NC,North Carolina,8509,2.57E-05
Cedar County,31027,NE,Nebraska,8498,2.56E-05
Harrison County,29081,MO,Missouri,8491,2.56E-05
Johnson County,56019,WY,Wyoming,8487,2.56E-05
Mercer County,38057,ND,North Dakota,8462,2.55E-05
Pocahontas County,54075,WV,West Virginia,8450,2.55E-05
Marion County,13197,GA,Georgia,8432,2.54E-05
Knox County,31107,NE,Nebraska,8426,2.54E-05
Baraga County,26013,MI,Michigan,8421,2.54E-05
Humphreys County,28053,MS,Mississippi,8389,2.53E-05
Webster County,54101,WV,West Virginia,8386,2.53E-05
Nevada County,5099,AR,Arkansas,8351,2.52E-05
Liberty County,12077,FL,Florida,8345,2.52E-05
Coleman County,48083,TX,Texas,8334,2.51E-05
Hamilton County,48193,TX,Texas,8332,2.51E-05
Quay County,35037,NM,New Mexico,8326,2.51E-05
Greene County,1063,AL,Alabama,8324,2.51E-05
Seminole County,13253,GA,Georgia,8321,2.51E-05
Bracken County,21023,KY,Kentucky,8305,2.51E-05
Madison County,30057,MT,Montana,8302,2.50E-05
Turner County,46125,SD,South Dakota,8300,2.50E-05
Murray County,27101,MN,Minnesota,8296,2.50E-05
Daviess County,29061,MO,Missouri,8295,2.50E-05
San Augustine County,48405,TX,Texas,8286,2.50E-05
Choctaw County,28019,MS,Mississippi,8277,2.50E-05
Lyon County,21143,KY,Kentucky,8271,2.50E-05
Coffey County,20031,KS,Kansas,8254,2.49E-05
Kusilvak Census Area,2158,AK,Alaska,8250,2.49E-05
Oscoda County,26135,MI,Michigan,8248,2.49E-05
Atkinson County,13003,GA,Georgia,8239,2.49E-05
Warren County,18171,IN,Indiana,8237,2.49E-05
Benton County,28009,MS,Mississippi,8232,2.48E-05
Twiggs County,13289,GA,Georgia,8229,2.48E-05
Shannon County,29203,MO,Missouri,8217,2.48E-05
Prairie County,5117,AR,Arkansas,8189,2.47E-05
Hamilton County,17065,IL,Illinois,8176,2.47E-05
Houston County,47083,TN,Tennessee,8164,2.46E-05
Franklin City,51620,VA,Virginia,8147,2.46E-05
Cleveland County,5025,AR,Arkansas,8128,2.45E-05
Conejos County,8021,CO,Colorado,8128,2.45E-05
Taylor County,13269,GA,Georgia,8116,2.45E-05
Clay County,20027,KS,Kansas,8082,2.44E-05
Keith County,31101,NE,Nebraska,8068,2.43E-05
McCulloch County,48307,TX,Texas,8057,2.43E-05
San Miguel County,8113,CO,Colorado,8049,2.43E-05
Schoolcraft County,26153,MI,Michigan,8048,2.43E-05
Gilmer County,54021,WV,West Virginia,8041,2.43E-05
Ballard County,21007,KY,Kentucky,8032,2.42E-05
Butler County,31023,NE,Nebraska,8029,2.42E-05
Washakie County,56043,WY,Wyoming,8027,2.42E-05
Traill County,38097,ND,North Dakota,8008,2.42E-05
Decatur County,19053,IA,Iowa,7979,2.41E-05
Perry County,47135,TN,Tennessee,7962,2.40E-05
Richardson County,31147,NE,Nebraska,7961,2.40E-05
Turner County,13287,GA,Georgia,7943,2.40E-05
Wheeler County,13309,GA,Georgia,7928,2.39E-05
Searcy County,5129,AR,Arkansas,7908,2.39E-05
Winkler County,48495,TX,Texas,7867,2.37E-05
Lincoln County,13181,GA,Georgia,7856,2.37E-05
Lemhi County,16059,ID,Idaho,7847,2.37E-05
Lake County,41037,OR,Oregon,7837,2.36E-05
Anderson County,20003,KS,Kansas,7835,2.36E-05
Newton County,5101,AR,Arkansas,7812,2.36E-05
Thomas County,20193,KS,Kansas,7810,2.36E-05
Monroe County,19135,IA,Iowa,7807,2.36E-05
Merrick County,31121,NE,Nebraska,7798,2.35E-05
Lake County,8065,CO,Colorado,7751,2.34E-05
Franklin County,28037,MS,Mississippi,7733,2.33E-05
Northwest Arctic Borough,2188,AK,Alaska,7715,2.33E-05
Major County,40093,OK,Oklahoma,7692,2.32E-05
Doniphan County,20043,KS,Kansas,7684,2.32E-05
Castro County,48069,TX,Texas,7673,2.31E-05
Power County,16077,ID,Idaho,7671,2.31E-05
Clay County,47027,TN,Tennessee,7654,2.31E-05
Dade County,29057,MO,Missouri,7578,2.29E-05
Ferry County,53019,WA,Washington,7578,2.29E-05
Goliad County,48175,TX,Texas,7565,2.28E-05
Elliott County,21063,KY,Kentucky,7510,2.27E-05
Kane County,49025,UT,Utah,7484,2.26E-05
Chariton County,29041,MO,Missouri,7483,2.26E-05
Pleasants County,54073,WV,West Virginia,7482,2.26E-05
Crook County,56011,WY,Wyoming,7472,2.25E-05
Valley County,30105,MT,Montana,7471,2.25E-05
Grant County,20067,KS,Kansas,7467,2.25E-05
Kit Carson County,8063,CO,Colorado,7447,2.25E-05
Worth County,19195,IA,Iowa,7445,2.25E-05
Swisher County,48437,TX,Texas,7432,2.24E-05
La Salle County,48283,TX,Texas,7416,2.24E-05
Tillman County,40141,OK,Oklahoma,7413,2.24E-05
Lake County,47095,TN,Tennessee,7401,2.23E-05
Boise County,16015,ID,Idaho,7378,2.23E-05
Rappahannock County,51157,VA,Virginia,7378,2.23E-05
Kingman County,20095,KS,Kansas,7340,2.21E-05
Forest County,42053,PA,Pennsylvania,7313,2.21E-05
Hutchinson County,46067,SD,South Dakota,7308,2.20E-05
Dallam County,48111,TX,Texas,7304,2.20E-05
Calhoun County,54013,WV,West Virginia,7295,2.20E-05
Dallas County,5039,AR,Arkansas,7279,2.20E-05
Harney County,41025,OR,Oregon,7267,2.19E-05
Pepin County,55091,WI,Wisconsin,7265,2.19E-05
Childress County,48075,TX,Texas,7253,2.19E-05
Lexington City,51678,VA,Virginia,7241,2.18E-05
Jefferson County,28063,MS,Mississippi,7225,2.18E-05
Wolfe County,21237,KY,Kentucky,7207,2.17E-05
Grant County,41023,OR,Oregon,7189,2.17E-05
Quitman County,28119,MS,Mississippi,7187,2.17E-05
Thurston County,31173,NE,Nebraska,7181,2.17E-05
Nicholas County,21181,KY,Kentucky,7153,2.16E-05
Van Buren County,19177,IA,Iowa,7150,2.16E-05
Grant County,46051,SD,South Dakota,7149,2.16E-05
Refugio County,48391,TX,Texas,7145,2.16E-05
Jefferson County,31095,NE,Nebraska,7144,2.16E-05
Pierce County,31139,NE,Nebraska,7144,2.16E-05
Brooks County,48047,TX,Texas,7141,2.15E-05
Union County,18161,IN,Indiana,7113,2.15E-05
Bailey County,48017,TX,Texas,7100,2.14E-05
East Carroll Parish,22035,LA,Louisiana,7096,2.14E-05
Adair County,19001,IA,Iowa,7085,2.14E-05
Monroe County,5095,AR,Arkansas,7050,2.13E-05
Weston County,56045,WY,Wyoming,7049,2.13E-05
King and Queen County,51097,VA,Virginia,7042,2.12E-05
Grand Isle County,50013,VT,Vermont,7022,2.12E-05
Charles City County,51036,VA,Virginia,7014,2.12E-05
Wallowa County,41063,OR,Oregon,7004,2.11E-05
Pendleton County,54071,WV,West Virginia,7001,2.11E-05
Tucker County,54093,WV,West Virginia,6982,2.11E-05
Presidio County,48377,TX,Texas,6975,2.10E-05
Nemaha County,31127,NE,Nebraska,6973,2.10E-05
Randolph County,13243,GA,Georgia,6973,2.10E-05
Schuyler County,17169,IL,Illinois,6953,2.10E-05
Caribou County,16029,ID,Idaho,6953,2.10E-05
Russell County,20167,KS,Kansas,6948,2.10E-05
Pembina County,38067,ND,North Dakota,6947,2.10E-05
Fremont County,19071,IA,Iowa,6946,2.10E-05
Cameron Parish,22023,LA,Louisiana,6930,2.09E-05
Bon Homme County,46009,SD,South Dakota,6929,2.09E-05
Ida County,19093,IA,Iowa,6901,2.08E-05
Wabaunsee County,20197,KS,Kansas,6889,2.08E-05
Lee County,21129,KY,Kentucky,6881,2.08E-05
Southeast Fairbanks Census Area,2240,AK,Alaska,6878,2.08E-05
Benson County,38005,ND,North Dakota,6873,2.07E-05
Powell County,30077,MT,Montana,6854,2.07E-05
Henderson County,17071,IL,Illinois,6809,2.05E-05
Lafayette County,5073,AR,Arkansas,6800,2.05E-05
Pocahontas County,19151,IA,Iowa,6797,2.05E-05
Treutlen County,13283,GA,Georgia,6795,2.05E-05
Clark County,29045,MO,Missouri,6779,2.05E-05
Fall River County,46047,SD,South Dakota,6747,2.04E-05
Lac qui Parle County,27073,MN,Minnesota,6719,2.03E-05
Blaine County,30005,MT,Montana,6719,2.03E-05
Cumberland County,21057,KY,Kentucky,6697,2.02E-05
Clinch County,13065,GA,Georgia,6686,2.02E-05
Huerfano County,8055,CO,Colorado,6679,2.02E-05
Pawnee County,20145,KS,Kansas,6629,2.00E-05
Brown County,17009,IL,Illinois,6628,2.00E-05
Gentry County,29075,MO,Missouri,6616,2.00E-05
Pershing County,32027,NV,Nevada,6615,2.00E-05
Saguache County,8109,CO,Colorado,6592,1.99E-05
Hancock County,47067,TN,Tennessee,6587,1.99E-05
Woodruff County,5147,AR,Arkansas,6533,1.97E-05
Kearney County,31099,NE,Nebraska,6529,1.97E-05
Surry County,51181,VA,Virginia,6523,1.97E-05
Norman County,27107,MN,Minnesota,6520,1.97E-05
Beaver County,49001,UT,Utah,6517,1.97E-05
Galax City,51640,VA,Virginia,6517,1.97E-05
Burt County,31021,NE,Nebraska,6510,1.96E-05
Moody County,46101,SD,South Dakota,6507,1.96E-05
Bottineau County,38009,ND,North Dakota,6502,1.96E-05
Buena Vista City,51530,VA,Virginia,6484,1.96E-05
Spink County,46115,SD,South Dakota,6483,1.96E-05
Edwards County,17047,IL,Illinois,6455,1.95E-05
Menifee County,21165,KY,Kentucky,6443,1.94E-05
Wayne County,19185,IA,Iowa,6429,1.94E-05
Howard County,31093,NE,Nebraska,6417,1.94E-05
Prince of Wales-Hyder Census Area,2198,AK,Alaska,6407,1.93E-05
Bland County,51021,VA,Virginia,6388,1.93E-05
Rio Blanco County,8103,CO,Colorado,6384,1.93E-05
Moore County,47127,TN,Tennessee,6378,1.92E-05
Calhoun County,13037,GA,Georgia,6365,1.92E-05
Antelope County,31003,NE,Nebraska,6341,1.91E-05
Luce County,26095,MI,Michigan,6338,1.91E-05
Talbot County,13263,GA,Georgia,6321,1.91E-05
Stewart County,13259,GA,Georgia,6293,1.90E-05
Wilkin County,27167,MN,Minnesota,6291,1.90E-05
Reynolds County,29179,MO,Missouri,6290,1.90E-05
Alexander County,17003,IL,Illinois,6260,1.89E-05
Sullivan County,29211,MO,Missouri,6247,1.88E-05
Ellsworth County,20053,KS,Kansas,6231,1.88E-05
Clay County,31035,NE,Nebraska,6203,1.87E-05
Essex County,50009,VT,Vermont,6200,1.87E-05
Taylor County,19173,IA,Iowa,6167,1.86E-05
Jefferson County,40067,OK,Oklahoma,6158,1.86E-05
Carter County,29035,MO,Missouri,6147,1.85E-05
Mitchell County,20123,KS,Kansas,6145,1.85E-05
Sullivan County,42113,PA,Pennsylvania,6135,1.85E-05
Fulton County,21075,KY,Kentucky,6130,1.85E-05
Teton County,30099,MT,Montana,6086,1.84E-05
Greenwood County,20073,KS,Kansas,6081,1.83E-05
Garza County,48169,TX,Texas,6070,1.83E-05
Osceola County,19143,IA,Iowa,6052,1.83E-05
Gray County,20069,KS,Kansas,6039,1.82E-05
Hamlin County,46057,SD,South Dakota,6025,1.82E-05
Gilpin County,8047,CO,Colorado,6018,1.82E-05
Shelby County,29205,MO,Missouri,6013,1.81E-05
Carson County,48065,TX,Texas,6009,1.81E-05
Bear Lake County,16007,ID,Idaho,6000,1.81E-05
Pondera County,30073,MT,Montana,5994,1.81E-05
San Saba County,48411,TX,Texas,5991,1.81E-05
Stanton County,31167,NE,Nebraska,5957,1.80E-05
Broadwater County,30007,MT,Montana,5945,1.79E-05
Sherman County,20181,KS,Kansas,5938,1.79E-05
Grant County,27051,MN,Minnesota,5935,1.79E-05
McHenry County,38049,ND,North Dakota,5878,1.77E-05
Ontonagon County,26131,MI,Michigan,5877,1.77E-05
Ohio County,18115,IN,Indiana,5874,1.77E-05
Greer County,40055,OK,Oklahoma,5861,1.77E-05
Cotton County,40033,OK,Oklahoma,5858,1.77E-05
Alfalfa County,40003,OK,Oklahoma,5847,1.76E-05
Crosby County,48107,TX,Texas,5836,1.76E-05
Dewey County,46041,SD,South Dakota,5833,1.76E-05
Lynn County,48305,TX,Texas,5830,1.76E-05
Ottawa County,20143,KS,Kansas,5822,1.76E-05
Floyd County,48153,TX,Texas,5803,1.75E-05
Wirt County,54105,WV,West Virginia,5798,1.75E-05
Miller County,13201,GA,Georgia,5787,1.75E-05
Bent County,8011,CO,Colorado,5787,1.75E-05
Cherry County,31031,NE,Nebraska,5779,1.74E-05
Van Buren County,47175,TN,Tennessee,5760,1.74E-05
Crowley County,8025,CO,Colorado,5754,1.74E-05
Chouteau County,30015,MT,Montana,5732,1.73E-05
Haskell County,48207,TX,Texas,5726,1.73E-05
Putnam County,17155,IL,Illinois,5721,1.73E-05
Dixon County,31051,NE,Nebraska,5719,1.73E-05
Aleutians West Census Area,2016,AK,Alaska,5698,1.72E-05
Iron County,55051,WI,Wisconsin,5687,1.72E-05
Lincoln County,27081,MN,Minnesota,5677,1.71E-05
Hartley County,48205,TX,Texas,5669,1.71E-05
Martin County,48317,TX,Texas,5649,1.70E-05
Lander County,32015,NV,Nevada,5643,1.70E-05
Stevens County,20189,KS,Kansas,5603,1.69E-05
Covington City,51580,VA,Virginia,5598,1.69E-05
Harper County,20077,KS,Kansas,5594,1.69E-05
Lincoln County,8073,CO,Colorado,5585,1.69E-05
Coal County,40029,OK,Oklahoma,5581,1.68E-05
Audubon County,19009,IA,Iowa,5571,1.68E-05
Morris County,20127,KS,Kansas,5566,1.68E-05
McCook County,46087,SD,South Dakota,5548,1.67E-05
Fillmore County,31059,NE,Nebraska,5547,1.67E-05
Hansford County,48195,TX,Texas,5520,1.67E-05
Pulaski County,17153,IL,Illinois,5510,1.66E-05
Mahnomen County,27087,MN,Minnesota,5501,1.66E-05
Washington County,20201,KS,Kansas,5493,1.66E-05
Day County,46037,SD,South Dakota,5486,1.66E-05
Tripp County,46123,SD,South Dakota,5458,1.65E-05
Walworth County,46129,SD,South Dakota,5457,1.65E-05
Stark County,17175,IL,Illinois,5447,1.64E-05
Norton County,20137,KS,Kansas,5446,1.64E-05
Emporia City,51595,VA,Virginia,5442,1.64E-05
Yukon-Koyukuk Census Area,2290,AK,Alaska,5377,1.62E-05
Beaver County,40007,OK,Oklahoma,5377,1.62E-05
Cook County,27031,MN,Minnesota,5376,1.62E-05
Lincoln County,16063,ID,Idaho,5350,1.61E-05
Phillips County,20147,KS,Kansas,5340,1.61E-05
Wheeler County,48483,TX,Texas,5338,1.61E-05
Ransom County,38073,ND,North Dakota,5314,1.60E-05
Warren County,13301,GA,Georgia,5297,1.60E-05
Boone County,31011,NE,Nebraska,5279,1.59E-05
Brule County,46015,SD,South Dakota,5258,1.59E-05
Delta County,48119,TX,Texas,5249,1.58E-05
Jim Hogg County,48247,TX,Texas,5231,1.58E-05
Sheridan County,31161,NE,Nebraska,5231,1.58E-05
Atchison County,29005,MO,Missouri,5229,1.58E-05
Polk County,31143,NE,Nebraska,5225,1.58E-05
Schley County,13249,GA,Georgia,5221,1.58E-05
Hyde County,37095,NC,North Carolina,5213,1.57E-05
Calhoun County,5013,AR,Arkansas,5192,1.57E-05
Lincoln County,32017,NV,Nevada,5180,1.56E-05
Johnson County,31097,NE,Nebraska,5161,1.56E-05
Craig County,51045,VA,Virginia,5110,1.54E-05
Pickett County,47137,TN,Tennessee,5079,1.53E-05
Gallatin County,17059,IL,Illinois,5064,1.53E-05
Thayer County,31169,NE,Nebraska,5057,1.53E-05
Rooks County,20163,KS,Kansas,5053,1.52E-05
Scott County,17171,IL,Illinois,5005,1.51E-05
Garfield County,49017,UT,Utah,4998,1.51E-05
Big Stone County,27011,MN,Minnesota,4996,1.51E-05
Ringgold County,19159,IA,Iowa,4964,1.50E-05
Dillingham Census Area,2070,AK,Alaska,4961,1.50E-05
Kingsbury County,46077,SD,South Dakota,4944,1.49E-05
Dickey County,38021,ND,North Dakota,4938,1.49E-05
Dewey County,40043,OK,Oklahoma,4922,1.48E-05
Scott County,20171,KS,Kansas,4917,1.48E-05
Scotland County,29199,MO,Missouri,4902,1.48E-05
Toole County,30101,MT,Montana,4892,1.48E-05
Marshall County,46091,SD,South Dakota,4891,1.48E-05
Mills County,48333,TX,Texas,4889,1.48E-05
Washington County,8121,CO,Colorado,4868,1.47E-05
Calhoun County,17013,IL,Illinois,4830,1.46E-05
Crane County,48103,TX,Texas,4802,1.45E-05
Ouray County,8091,CO,Colorado,4796,1.45E-05
Carlisle County,21039,KY,Kentucky,4784,1.44E-05
Putnam County,29171,MO,Missouri,4781,1.44E-05
Morrill County,31123,NE,Nebraska,4781,1.44E-05
Custer County,8027,CO,Colorado,4776,1.44E-05
Musselshell County,30065,MT,Montana,4766,1.44E-05
Furnas County,31065,NE,Nebraska,4747,1.43E-05
Republic County,20157,KS,Kansas,4658,1.41E-05
Barber County,20007,KS,Kansas,4624,1.40E-05
Cameron County,42023,PA,Pennsylvania,4611,1.39E-05
Hot Springs County,56017,WY,Wyoming,4607,1.39E-05
Tensas Parish,22107,LA,Louisiana,4561,1.38E-05
Menominee County,55078,WI,Wisconsin,4558,1.38E-05
Schuyler County,29197,MO,Missouri,4555,1.37E-05
Mora County,35033,NM,New Mexico,4536,1.37E-05
Hamilton County,36041,NY,New York,4515,1.36E-05
Hickman County,21105,KY,Kentucky,4510,1.36E-05
Mineral County,32021,NV,Nevada,4460,1.35E-05
Owsley County,21189,KY,Kentucky,4442,1.34E-05
Holt County,29087,MO,Missouri,4432,1.34E-05
Hudspeth County,48229,TX,Texas,4415,1.33E-05
Sharkey County,28125,MS,Mississippi,4404,1.33E-05
Grant County,40053,OK,Oklahoma,4397,1.33E-05
Dunn County,38025,ND,North Dakota,4395,1.33E-05
Oneida County,16071,ID,Idaho,4385,1.32E-05
Kimble County,48267,TX,Texas,4373,1.32E-05
Sioux County,38085,ND,North Dakota,4373,1.32E-05
Guadalupe County,35019,NM,New Mexico,4353,1.31E-05
Deuel County,46039,SD,South Dakota,4318,1.30E-05
Florence County,55037,WI,Wisconsin,4314,1.30E-05
Kittson County,27069,MN,Minnesota,4311,1.30E-05
Bath County,51017,VA,Virginia,4307,1.30E-05
Hidalgo County,35023,NM,New Mexico,4297,1.30E-05
Phillips County,8095,CO,Colorado,4290,1.29E-05
Wahkiakum County,53069,WA,Washington,4268,1.29E-05
Mineral County,30061,MT,Montana,4251,1.28E-05
Nuckolls County,31129,NE,Nebraska,4244,1.28E-05
Valley County,31175,NE,Nebraska,4206,1.27E-05
Pope County,17151,IL,Illinois,4203,1.27E-05
Mason County,48319,TX,Texas,4186,1.26E-05
Gregory County,46053,SD,South Dakota,4186,1.26E-05
Stafford County,20185,KS,Kansas,4181,1.26E-05
Meade County,20119,KS,Kansas,4180,1.26E-05
Custer County,16037,ID,Idaho,4169,1.26E-05
Corson County,46031,SD,South Dakota,4150,1.25E-05
Union County,35059,NM,New Mexico,4133,1.25E-05
Pierce County,38069,ND,North Dakota,4126,1.24E-05
LaMoure County,38045,ND,North Dakota,4125,1.24E-05
Adams County,16003,ID,Idaho,4097,1.24E-05
Tyrrell County,37177,NC,North Carolina,4095,1.24E-05
Phillips County,30071,MT,Montana,4077,1.23E-05
Haskell County,20081,KS,Kansas,4018,1.21E-05
Red Lake County,27125,MN,Minnesota,4015,1.21E-05
Ellis County,40045,OK,Oklahoma,4015,1.21E-05
Hemphill County,48211,TX,Texas,3994,1.21E-05
Columbia County,53013,WA,Washington,3992,1.20E-05
Storey County,32029,NV,Nevada,3988,1.20E-05
Echols County,13101,GA,Georgia,3981,1.20E-05
Wells County,38103,ND,North Dakota,3976,1.20E-05
Norton City,51720,VA,Virginia,3970,1.20E-05
Knox County,29103,MO,Missouri,3947,1.19E-05
Hardeman County,48197,TX,Texas,3945,1.19E-05
Hardin County,17069,IL,Illinois,3939,1.19E-05
Edmunds County,46045,SD,South Dakota,3909,1.18E-05
Kearny County,20093,KS,Kansas,3907,1.18E-05
Sargent County,38081,ND,North Dakota,3872,1.17E-05
Fisher County,48151,TX,Texas,3856,1.16E-05
Lyman County,46085,SD,South Dakota,3848,1.16E-05
Lewis County,16061,ID,Idaho,3838,1.16E-05
Sutton County,48435,TX,Texas,3824,1.15E-05
Cavalier County,38019,ND,North Dakota,3803,1.15E-05
Chase County,31029,NE,Nebraska,3783,1.14E-05
Lake of the Woods County,27077,MN,Minnesota,3771,1.14E-05
Reagan County,48383,TX,Texas,3766,1.14E-05
Harper County,40059,OK,Oklahoma,3760,1.13E-05
Costilla County,8023,CO,Colorado,3745,1.13E-05
Knox County,48275,TX,Texas,3705,1.12E-05
Clark County,46025,SD,South Dakota,3685,1.11E-05
Adams County,19003,IA,Iowa,3670,1.11E-05
Sweet Grass County,30097,MT,Montana,3670,1.11E-05
Roger Mills County,40129,OK,Oklahoma,3667,1.11E-05
Upton County,48461,TX,Texas,3659,1.10E-05
Kinney County,48271,TX,Texas,3659,1.10E-05
Mercer County,29129,MO,Missouri,3644,1.10E-05
Kimball County,31105,NE,Nebraska,3633,1.10E-05
Smith County,20183,KS,Kansas,3627,1.09E-05
Baylor County,48023,TX,Texas,3577,1.08E-05
Baca County,8009,CO,Colorado,3561,1.07E-05
Nance County,31125,NE,Nebraska,3544,1.07E-05
Webster County,31181,NE,Nebraska,3537,1.07E-05
Osborne County,20141,KS,Kansas,3530,1.07E-05
Catron County,35003,NM,New Mexico,3526,1.06E-05
Crockett County,48105,TX,Texas,3484,1.05E-05
Sheridan County,30091,MT,Montana,3483,1.05E-05
Bennett County,46007,SD,South Dakota,3425,1.03E-05
Harlan County,31083,NE,Nebraska,3415,1.03E-05
Real County,48385,TX,Texas,3408,1.03E-05
Hanson County,46061,SD,South Dakota,3399,1.03E-05
Lipscomb County,48295,TX,Texas,3398,1.03E-05
Aleutians East Borough,2013,AK,Alaska,3385,1.02E-05
Donley County,48129,TX,Texas,3342,1.01E-05
Chautauqua County,20019,KS,Kansas,3323,1.00E-05
Granite County,30039,MT,Montana,3311,9.99E-06
Traverse County,27155,MN,Minnesota,3311,9.99E-06
Emmons County,38029,ND,North Dakota,3310,9.99E-06
Coke County,48081,TX,Texas,3303,9.97E-06
Shackelford County,48417,TX,Texas,3296,9.94E-06
Jackson County,46071,SD,South Dakota,3290,9.93E-06
Concho County,48095,TX,Texas,3266,9.85E-06
Foster County,38031,ND,North Dakota,3260,9.84E-06
Petersburg Borough,2195,AK,Alaska,3257,9.83E-06
Hand County,46059,SD,South Dakota,3256,9.82E-06
Woodson County,20207,KS,Kansas,3157,9.52E-06
Bowman County,38011,ND,North Dakota,3148,9.50E-06
Baker County,13007,GA,Georgia,3132,9.45E-06
Sherman County,48421,TX,Texas,3059,9.23E-06
Hall County,48191,TX,Texas,3048,9.20E-06
Lincoln County,20105,KS,Kansas,3044,9.18E-06
Sierra County,6091,CA,California,3040,9.17E-06
Sherman County,31163,NE,Nebraska,3033,9.15E-06
Rush County,20165,KS,Kansas,3022,9.12E-06
Stanley County,46117,SD,South Dakota,3017,9.10E-06
Brown County,31017,NE,Nebraska,3015,9.10E-06
Glascock County,13125,GA,Georgia,2996,9.04E-06
Franklin County,31061,NE,Nebraska,2987,9.01E-06
Schleicher County,48413,TX,Texas,2983,9.00E-06
Collingsworth County,48087,TX,Texas,2969,8.96E-06
Clay County,13061,GA,Georgia,2951,8.90E-06
Douglas County,46043,SD,South Dakota,2929,8.84E-06
Fallon County,30025,MT,Montana,2921,8.81E-06
Perkins County,31135,NE,Nebraska,2901,8.75E-06
Perkins County,46105,SD,South Dakota,2897,8.74E-06
Nelson County,38063,ND,North Dakota,2894,8.73E-06
Cochran County,48079,TX,Texas,2887,8.71E-06
Jewell County,20089,KS,Kansas,2885,8.70E-06
Ness County,20135,KS,Kansas,2876,8.68E-06
Edwards County,20047,KS,Kansas,2869,8.66E-06
Decatur County,20039,KS,Kansas,2860,8.63E-06
Trego County,20195,KS,Kansas,2840,8.57E-06
Hitchcock County,31087,NE,Nebraska,2815,8.49E-06
Logan County,20109,KS,Kansas,2805,8.46E-06
Ziebach County,46137,SD,South Dakota,2791,8.42E-06
Aurora County,46003,SD,South Dakota,2763,8.34E-06
Morton County,20129,KS,Kansas,2754,8.31E-06
Harmon County,40057,OK,Oklahoma,2710,8.18E-06
Wayne County,49055,UT,Utah,2689,8.11E-06
Cheyenne County,20023,KS,Kansas,2665,8.04E-06
Pawnee County,31133,NE,Nebraska,2649,7.99E-06
Gove County,20063,KS,Kansas,2644,7.98E-06
Frontier County,31063,NE,Nebraska,2640,7.97E-06
Chase County,20017,KS,Kansas,2637,7.96E-06
Webster County,13307,GA,Georgia,2610,7.87E-06
McIntosh County,38051,ND,North Dakota,2597,7.84E-06
Hamilton County,20075,KS,Kansas,2591,7.82E-06
Butte County,16023,ID,Idaho,2581,7.79E-06
Hettinger County,38041,ND,North Dakota,2547,7.68E-06
Elk County,20049,KS,Kansas,2523,7.61E-06
Graham County,20065,KS,Kansas,2519,7.60E-06
Haines Borough,2100,AK,Alaska,2518,7.60E-06
Sheridan County,20179,KS,Kansas,2506,7.56E-06
Kiowa County,20097,KS,Kansas,2505,7.56E-06
Wrangell City and Borough,2275,AK,Alaska,2502,7.55E-06
Rawlins County,20153,KS,Kansas,2502,7.55E-06
Kidder County,38043,ND,North Dakota,2466,7.44E-06
Renville County,38075,ND,North Dakota,2442,7.37E-06
Niobrara County,56027,WY,Wyoming,2422,7.31E-06
Griggs County,38039,ND,North Dakota,2409,7.27E-06
Rich County,49033,UT,Utah,2389,7.21E-06
Greeley County,31077,NE,Nebraska,2382,7.19E-06
Sanborn County,46111,SD,South Dakota,2379,7.18E-06
Grant County,38037,ND,North Dakota,2353,7.10E-06
Liberty County,30051,MT,Montana,2351,7.09E-06
Divide County,38023,ND,North Dakota,2335,7.04E-06
